RegionWHO6,M49CodeFAOgeographicID,ISO2Code,ISO3Code,Country,WBincomegrouping2019,LatestDataYearofGINIIndex,GINIIndex,DoubleBurden20overweight1,DoubleBurden20overweightm,MDDWvalue,LatestDataYearofMDD,MDD623monthsvalue,SodiumIntakegday201095,LatestDataYearBreastFeeding,ExclusiveBreastFeeding05mon,LatestDataYearModerateSeve,ModerateChildFoodPoverty62,SevereChildFoodPoverty623m,LatestDataYearofintakeASF,IntakeofAnimalSourceFoods6,ZeroFruitorVegtable623mont,calories,Latestyearfreqeuencyprevalenc,Dailycarbonatedsoftdrinkcons,Dailyfrequencyoffruitconsump,Dailyfrequencyofvegetablecon,Weeklyfrequencyoffastfoodco,Prevalenceofatleastweeklyfa,Prevalenceoflessthandailyfr,Prevalenceoflessthandailyve,Latestyearall5foodgroupdi,Adults15yearsconsumingall,Foodgroupdiversityscore,Globaldietaryrecommendationss,NCDProtectscore,NCDRiskscore,Adultsage15yearsZeroveg,Adultsage15yearsSugarsw,Adultsage15yearsWholegr,Adultsage15yearsUnproces,Adultsage15yearsSweetfo,Adultsage15yearsProcesse,LatestyearSBSBRneonatalde,Numberofstillbirths,Stillbirthrate,Numberofneonataldeaths,Neonatalmortalityrate,NumberofU5deaths,U5mortalityrate,Latestyearlowbirthweight,Prevalenceoflowbirthweight,Latestyearprevalencewithoutb,Prevalenceofnewbornswithouta,Latestyearanaemiaprevalence,Prevalenceofanaemiainchildre,Latestyearchildstunting,Childstunting,Latestyearchildwasting,Childwasting,Latestyearchildoverweight,ChildOverweight,Prevalenceofanaemiainpregnan,Prevalenceofanaemiainnonpre,under,BMI,Latestyearchildandadolescent,Childandadolescentoverweight,BQ,Childandadolescentobesity,BS,Childandadolescentunderweight,Latestyearadultobesity,Adultobesityprevalence,Latestyearadultunderweight,Adultunderweightprevalence,Latestyearadultdiabetespreva,Adultdiabetesprevalence,LatestadultRBP,Adultraisedbloodpressureprev,LatestyearNCDmortalityratea,NCDmortalityrate,NCDprematuredeaths,Probabilityofdyingaged307,under2,nRegionWHO,RW,r
Eastern Mediterranean,4.0,AF,AFG,Afghanistan,Low,,,,1.0,18.0,2015.0,22.1,3.39 (2.79–4.06),2018.0,57.5,2015.0,38.30069,39.64071,2015.0,30.28799,58.5706,2240.0,2014.0,0.814400119,1.2153209,1.41099196,1.472271055,65.03129033,42.48683869,35.9491148,2022,,,10.19,1.98,.79,,,,,,,2021.0,37980.0,25.68102456,49061.0,34.0878818736353,77811.0,55.6574829074136,,,2013.0,86.268371,2019.0,44.9,2022.0,33.1,2018.0,5.1,2022.0,3.7,36.5,43.2,15.01415968,20.51154822,2016.0,0.0935123428315775,2016.0,0.0300582904485077,2016.0,0.443568617345467,2016.0,5.68131396951714,2016.0,18.113531866101,2014.0,11.9078556689013,2015.0,30.56,2019.0,881.2,66.5,35.3,2.7089937,Eastern Mediterranean,Eastern Mediterranean,
European,8.0,AL,ALB,Albania,Upper middle,2020.0,29.4,,,91.0,2017.0,52.5,3.67 (3.05–4.34),2017.0,36.53851,2017.0,29.32346,18.17803,2017.0,68.45936,25.73565,3301.0,,,,,,,,,2022,,,9.68,3.73,3.05,,,,,,,2021.0,128.0,4.344575297,209.0,7.11810065494427,279.0,9.45591929580101,2015.0,4.587831,2016.0,2.9,2019.0,30.9,2022.0,8.3,2017.0,1.6,2022.0,13.4,24.5,24.8,2.589109726,45.31368613,2016.0,0.253478721585115,2016.0,0.0788786491632741,2016.0,0.115176662212313,2016.0,22.5475146311594,2016.0,36.9348072427374,2014.0,7.38446634294938,2015.0,29.015,2019.0,601.9,16.1,11.4,0.9513141,European,European,-0.45154554
African,12.0,DZ,DZA,Algeria,Lower middle,2011.0,27.6,,,,2019.0,39.4,4.28 (3.59–5.00),2019.0,28.6316,2019.0,43.83509,16.80866,2019.0,52.90646,25.99189,3487.0,2011.0,1.73641508,1.881126826,2.311951894,1.386467843,52.71222503,17.69645836,8.206659573,,,,,,,,,,,,,2021.0,9429.0,9.819001625,14888.0,15.6491972464663,21567.0,22.3352879879139,2015.0,7.252492,2017.0,9.699999999999999,2019.0,34.3,2022.0,8.6,2019.0,2.7,2022.0,11.9,33.1,33.3,4.049504176,60.74433923,2016.0,0.306365599529642,2016.0,0.13140547527402,2016.0,0.199590682415073,2016.0,28.4424726428007,2016.0,35.4674105054535,2014.0,12.4292521131835,2015.0,25.0,2019.0,445.8,36.5,13.9,1.3985945,African,African,
European,20.0,AD,AND,Andorra,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,1.0,2.28713731,1.0,1.39434867768769,2.0,2.75636216753319,2015.0,7.445455,,,2019.0,14.1,,,,,,,16.8,12.0,1.79195255,53.13600898,2016.0,0.355477804014687,2016.0,0.125165732605461,2016.0,0.0660236921102541,2016.0,26.5440370665793,2016.0,38.7645893155722,2014.0,6.95204770114157,2015.0,18.685,,,,,0.58330584,European,European,
African,24.0,AO,AGO,Angola,Lower middle,2018.0,51.3,1.0,1.0,,2015.0,29.1,2.49 (2.06–2.97),2015.0,37.38193,2015.0,41.05727,29.8735,2015.0,60.97796,36.35851,2390.0,,,,,,,,,,,,,,,,,,,,,2021.0,26351.0,19.30307285,35644.0,26.6473007213412,89896.0,69.4213315853047,2015.0,15.256593,2014.0,45.73,2019.0,62.4,2022.0,43.6,2015.0,4.9,2022.0,3.9,48.3,44.0,10.96019372,28.33560109,2016.0,0.108251676561308,2016.0,0.0232502164889739,2016.0,0.284975178172455,2016.0,8.41892251076126,2016.0,19.7765624829307,2014.0,8.17245443915499,2015.0,29.59,2019.0,621.2,68.1,22.2,2.39427,African,African,
Americas,28.0,AG,ATG,Antigua and Barbuda,High,,,,,,,,,,,,,,,,,2420.0,2009.0,1.491758453,1.620966881,1.687224431,1.320098045,56.85490054,32.11059158,25.68225484,,,,,,,,,,,,,2021.0,6.0,5.155862491,4.0,3.31572904013711,7.0,6.14456225807726,2015.0,9.541191,,,2019.0,17.2,,,,,,,19.4,17.2,4.405091703,51.91293359,2016.0,0.267731970017175,2016.0,0.11567176690553,2016.0,0.167415563973477,2016.0,19.5284736819089,2016.0,29.8783348246675,2014.0,11.4658369868029,2015.0,23.375,2019.0,501.1,40.9,17.5,1.482761,Americas,Americas,
Americas,32.0,AR,ARG,Argentina,Upper middle,2021.0,42.0,,,,,,3.00 (2.92–3.08),2011.0,31.95195,,,,,,,3338.0,2012.0,1.93801866,1.451946158,1.4465676,0.609969313,31.63709667,32.66375108,27.31693561,,,,,,,,,,,,,2021.0,2719.0,4.301864208,3232.0,5.13335657632671,4410.0,6.9181988114155,2015.0,7.3467579,2019.0,6.17,2019.0,19.0,2022.0,9.5,2018.0,1.7,2022.0,12.6,20.6,11.6,1.566666365,53.81327868,2016.0,0.364288284002704,2016.0,0.168488965308067,2016.0,0.0941601870766573,2016.0,29.1832119177245,2016.0,35.3449317642695,2014.0,9.66935893697827,2015.0,22.615,2019.0,435.2,33.3,15.7,0.44895002,Americas,Americas,
European,51.0,AM,ARM,Armenia,Upper middle,2021.0,42.0,,,83.0,2016.0,36.3,4.92 (4.13–5.77),2016.0,44.49041,2016.0,49.28836,14.40281,2016.0,52.32186,22.29481,3215.0,,,,,,,,,2022,,,9.37,3.74,3.36,,,,,,,2021.0,369.0,10.82129477,190.0,5.63702606202955,372.0,10.7211405020471,2015.0,8.979993,2014.0,.3645658493041992,2019.0,19.6,2022.0,7.2,2016.0,4.4,2022.0,11.5,18.1,17.2,3.868430108,48.48771989,2016.0,0.192714022865539,2016.0,0.046994941511588,2016.0,0.136992865522006,2016.0,20.8875058221876,2016.0,35.147196255277,2014.0,11.4808990591587,2015.0,25.345,2019.0,525.9,37.2,19.9,1.3528488,European,European,1.063845
Western Pacific,36.0,AU,AUS,Australia,High,2018.0,34.3,,,,,,,,,,,,,,,3422.0,,,,,,,,, ,,,9.37, , ,,,,,,,2021.0,714.0,2.386948272,706.0,2.36599568826107,1111.0,3.71192244206751,,,2019.0,1.47,2019.0,13.3,2022.0,3.4,2007.0,0.2,2022.0,21.8,15.7,8.2,2.07888782,54.18436527,2016.0,0.340783800888061,2016.0,0.123648056105095,2016.0,0.0697948390505797,2016.0,30.0407553901563,2016.0,36.2821050197113,2014.0,5.89446570316068,2015.0,15.17,2019.0,278.5,22.6,8.6,0.73183304,Western Pacific,Western Pacific,
European,40.0,AT,AUT,Austria,High,2020.0,29.8,,,,,,,,,,,,,,,3698.0,,,,,,,,,,,,,,,,,,,,,2021.0,207.0,2.436130702,198.0,2.34420441527402,308.0,3.65759460014716,2015.0,6.5214977,2020.0,.47,2019.0,14.6,,,,,,,17.8,12.9,3.068066761,43.27969551,2016.0,0.265987949127119,2016.0,0.0867109368435306,2016.0,0.114373692366606,2016.0,20.8735302190622,2016.0,35.0161822039254,2014.0,4.31557864767969,2015.0,20.985,2019.0,329.4,19.8,10.4,1.1210476,European,European,
European,31.0,AZ,AZE,Azerbaijan,Upper middle,2005.0,26.6,,,77.0,2006.0,34.8,5.06 (4.31–5.98),2013.0,12.1,2006.0,41.34382,23.82148,2006.0,65.5924,38.19231,3414.0,,,,,,,,,2022,,,9.89,3.4,2.51,,,,,,,2021.0,1117.0,8.713133157,1210.0,9.50909856337794,2435.0,18.5862008117312,2015.0,7.28269,2012.0,1.43,2019.0,24.8,2022.0,13.3,2013.0,3.2,2022.0,10.1,35.0,35.1,3.451623768,48.53850603,2016.0,0.188457735945744,2016.0,0.0484722436962295,2016.0,0.144590591595102,2016.0,20.5107828730608,2016.0,34.646923284273,2014.0,12.299620037399,2015.0,24.415,2019.0,839.4,45.7,27.2,1.2388448,European,European,-0.033100184
Americas,44.0,BS,BHS,Bahamas,High,,,,,,,,,,,,,,,,,2528.0,2011.0,1.913571089,1.171718266,1.23726042,1.387533618,62.98605098,45.21772883,39.3540601,,,,,,,,,,,,,2021.0,53.0,11.18327752,33.0,7.15005051262955,61.0,13.1591271550021,2015.0,13.135983,,,2019.0,17.9,,,,,,,16.8,14.4,2.785950154,64.54529166,2016.0,0.360699131223348,2016.0,0.174512998453887,2016.0,0.141886781226002,2016.0,32.3930870896312,2016.0,33.6508098658888,2014.0,12.4314165135984,2015.0,21.03,2019.0,532.3,54.9,19.9,1.024589,Americas,Americas,
Eastern Mediterranean,48.0,BH,BHR,Bahrain,High,,,,,,,,,,,,,,,,,3484.0,,,,,,,,,,,,,,,,,,,,,2021.0,102.0,5.807845855,52.0,2.96817875707577,128.0,6.91564177602543,2015.0,11.97553,,,2019.0,23.4,2022.0,5.0,,,1989.0,7.5,33.5,35.5,3.929171711,64.22674656,2016.0,0.350735223864274,2016.0,0.170215091335495,2016.0,0.194034252432035,2016.0,32.3256483761768,2016.0,35.8926198805683,2014.0,11.3242410956892,2015.0,20.765,2019.0,644.3,54.3,16.1,1.3684286,Eastern Mediterranean,Eastern Mediterranean,
South-East Asian,50.0,BD,BGD,Bangladesh,Lower middle,2016.0,32.4,,1.0,59.0,2019.0,33.8,3.54 (2.98–4.21),2019.0,62.60072,2019.0,46.22844,19.92415,2019.0,60.16839,44.83957,2575.0,2014.0,1.331735293,1.094280831,1.775537006,1.422115817,53.13751748,50.05887834,25.34443898,2021,22.0,4.79,10.39,2.87,1.48,14.0,11.0,39.0,10.0,53.0,2.0,2021.0,63199.0,20.50017205,48319.0,16.0040982312471,82081.0,27.2736301431953,2015.0,27.8978,2018.0,49,2019.0,43.1,2022.0,26.4,2019.0,9.8,2022.0,2.1,42.2,36.5,20.91988176,19.0551132,2016.0,0.0904495857576909,2016.0,0.0264732912742278,2016.0,0.454695398396777,2016.0,3.77998031885443,2016.0,17.0934468204613,2014.0,9.77264352731699,2015.0,24.74,2019.0,473.7,47.4,18.9,3.0407,South-East Asian,South-East Asian,0.14932173
Americas,52.0,BB,BRB,Barbados,High,,,,,,,,,2012.0,19.69695,,,,,,,3009.0,,,,,,,,,,,,,,,,,,,,,2021.0,23.0,7.595662897,24.0,7.87554782379905,36.0,11.9135232088411,,,2011.0,2.299999999999997,2019.0,20.0,2022.0,6.0,2012.0,6.8,2022.0,12.5,19.5,16.9,3.1552881,56.98801875,2016.0,0.277310142599739,2016.0,0.123830863825697,2016.0,0.169893285890809,2016.0,23.9221190634909,2016.0,30.051975071439,2014.0,12.1098312412011,2015.0,24.32,2019.0,475.9,27.9,16.0,1.1490798,Americas,Americas,
European,112.0,BY,BLR,Belarus,Upper middle,2020.0,24.4,,,,2019.0,69.6,,2019.0,21.70442,2019.0,29.24624,1.169147,2019.0,92.74984,2.951749,3313.0,,,,,,,,,,,,,,,,,,,,,2021.0,195.0,2.185259155,78.0,0.873300466382092,251.0,2.72493958053381,2015.0,5.638232,2019.0,6.09,2019.0,17.8,2022.0,3.6,2005.0,2.2,2022.0,5.3,23.9,20.4,2.286953852,52.58754492,2016.0,0.22487119411648,2016.0,0.0745047315776231,2016.0,0.141888883254817,2016.0,25.1246196584508,2016.0,36.1081542423446,2014.0,7.7798265425145,2015.0,27.305,2019.0,608.0,37.1,23.8,0.82722074,European,European,
European,56.0,BE,BEL,Belgium,High,2020.0,26.0,,,,,,,,,,,,,,,3815.0,,,,,,,,,,,,,,,,,,,,,2021.0,342.0,2.926986176,283.0,2.4291164397618,476.0,4.10065151093779,2015.0,7.25461,2019.0,.6,2019.0,17.4,2022.0,2.4,2014.0,0.4,2022.0,4.0,16.2,13.5,2.023135498,46.57918215,2016.0,0.239326626268292,2016.0,0.0692841087510032,2016.0,0.100791418646946,2016.0,22.9272337717727,2016.0,38.3186591153603,2014.0,4.56611318943118,2015.0,17.48,2019.0,319.5,21.0,10.6,0.70464855,European,European,
Americas,84.0,BZ,BLZ,Belize,Upper middle,1999.0,53.3,,,,2015.0,57.8,,2015.0,33.16461,2015.0,32.28088,9.889484,2015.0,72.61852,30.32494,2768.0,2011.0,1.469928248,1.755027145,1.719690456,1.679065955,65.33934765,28.54808742,25.85479362,,,,,,,,,,,,,2021.0,50.0,6.891345,53.0,7.41897003018625,80.0,11.1866176974189,2015.0,8.59887,2015.0,1.95,2019.0,20.2,2022.0,12.0,2015.0,1.8,2022.0,5.9,21.2,20.5,3.523826599,54.74821329,2016.0,0.284940688790332,2016.0,0.121976804807555,2016.0,0.16539827736083,2016.0,24.9198150341943,2016.0,31.4569686896914,2014.0,12.5912368265166,2015.0,22.695,2019.0,451.3,50.6,16.5,1.2595475,Americas,Americas,
African,204.0,BJ,BEN,Benin,Lower middle,2018.0,37.8,1.0,1.0,42.0,2018.0,25.9,2.85 (2.49–3.22),2018.0,41.40162,2018.0,30.00277,44.11715,2018.0,51.93689,54.10048,2848.0,2009.0,0.646845169,1.356241781,1.431193586,1.224763785,48.15485639,42.46296682,35.86018171,2021,21.0,4.4,10.64,2.88,1.24,15.0,11.0,41.0,25.0,37.0,7.0,2021.0,9713.0,20.00455077,13907.0,29.2481129051848,38680.0,83.5242477514059,,,2016.0,39.9,2019.0,71.0,2022.0,30.4,2018.0,5.0,2022.0,2.2,58.1,54.8,8.703818917,30.65960705,2016.0,0.112353504452133,2016.0,0.025833043527015,2016.0,0.258198171451508,2016.0,9.87080794267796,2016.0,20.4220129691755,2014.0,7.19239486927094,2015.0,27.6,2019.0,634.4,63.4,22.6,2.1637619,African,African,-0.14658874
South-East Asian,64.0,BT,BTN,Bhutan,Lower middle,2017.0,37.4,,1.0,,2015.0,15.5,3.64 (3.07–4.24),2015.0,53.15829,2015.0,37.15707,47.34275,2015.0,25.22736,60.93697,3287.0,,,,,,,,,,,,,,,,,,,,,2021.0,88.0,9.015392891,144.0,14.8323841368141,263.0,26.6874120983707,2015.0,11.662965,2009.0,27.99,2019.0,44.7,2022.0,22.7,2010.0,5.9,2022.0,6.5,38.2,38.7,10.40772051,23.82132411,2016.0,0.101344528136793,2016.0,0.0327543699514832,2016.0,0.43288933665184,2016.0,6.91028313496518,2016.0,21.5300814200489,2014.0,11.7293631917105,2015.0,28.055,2019.0,545.6,37.6,18.5,2.342548,South-East Asian,South-East Asian,
Americas,68.0,BO,BOL,Bolivia (Plurinational State of),Lower middle,2021.0,40.9,1.0,,87.0,2016.0,70.5,3.59 (3.02–4.20),2016.0,55.65824,2016.0,22.85482,6.660811,2016.0,85.63854,15.78698,2485.0,2012.0,1.531247051,1.737718958,1.83246594,1.234040983,57.86506883,29.56517996,19.33233979,2021,48.0,6.64,11.01,4.69,2.68,3.0,38.0,44.0,57.0,48.0,26.0,2021.0,2333.0,8.767134942,3477.0,13.180846199061,6484.0,24.691937786717,2015.0,7.2223349,2014.0,7.5,2019.0,36.9,2022.0,11.1,2016.0,2.0,2022.0,9.0,33.7,23.9,1.787453517,53.5065949,2016.0,0.280743395132499,2016.0,0.090755395604904,2016.0,0.085221661137372,2016.0,20.8146848543996,2016.0,36.7649880427781,2014.0,7.94909142906535,2015.0,17.905,2019.0,583.3,35.3,17.9,0.580792,Americas,Americas,-1.1265817
European,70.0,BA,BIH,Bosnia and Herzegovina,Upper middle,2011.0,33.0,,,,,,,2012.0,18.1893,,,,,,,3348.0,,,,,,,,,,,,,,,,,,,,,2021.0,74.0,2.683212458,113.0,4.09713128734291,159.0,5.60060015864128,2015.0,3.3956866,2011.0,2.150448000000011,2019.0,24.3,2022.0,8.0,2012.0,2.3,2022.0,9.4,27.2,24.3,2.718484215,42.78873503,2016.0,0.218926840057875,2016.0,0.0579358875146713,2016.0,0.135354839378845,2016.0,18.5364354648506,2016.0,36.4940151095242,2014.0,7.43463064904288,2015.0,30.775,2019.0,550.9,30.5,18.7,1.0000745,European,European,
African,72.0,BW,BWA,Botswana,Upper middle,2015.0,53.3,1.0,1.0,,,,2.53 (2.15–2.97),2017.0,29.99435,,,,,,,2595.0,,,,,,,,,,,,,,,,,,,,,2021.0,912.0,14.72840346,1098.0,17.9985957976139,2131.0,34.8694184415765,2015.0,15.63217,2005.0,53.97,2019.0,43.3,2022.0,21.6,2007.0,7.3,2022.0,10.1,31.4,32.6,7.027072459,49.87078905,2016.0,0.17536814440386,2016.0,0.0627341835614837,2016.0,0.241937257134857,2016.0,19.5034055803387,2016.0,25.0449623793897,2014.0,8.52405016661059,2015.0,29.37,2019.0,728.3,59.2,27.0,1.9497702,African,African,
Americas,76.0,BR,BRA,Brazil,Upper middle,2021.0,52.9,,,,,,4.11 (4.01–4.22),2019.0,45.8,,,,2019.0,71.4,20.9,3343.0,,,,,,,,,,,,,,,,,,,,,2021.0,19411.0,6.981273615,23391.0,8.47045853082451,40107.0,14.4109826299979,2015.0,8.3842697,2020.0,2.07,2019.0,11.6,2022.0,7.2,2019.0,3.1,2022.0,10.3,19.1,16.0,3.795430809,50.63043833,2016.0,0.282829202350448,2016.0,0.110348889568222,2016.0,0.137920746231974,2016.0,22.8354657888564,2016.0,35.426886560428,2014.0,8.23994395939155,2015.0,23.325,2019.0,424.5,43.7,15.5,1.3337979,Americas,Americas,
Western Pacific,96.0,BN,BRN,Brunei Darussalam,High,,,,,,,,,,,,,,,,,,2014.0,1.221428733,1.288908125,1.625422542,1.266457997,66.18353888,45.62486616,34.83641293,,,,,,,,,,,,,2021.0,30.0,4.884507544,38.0,6.1862591646288,72.0,11.4759639263964,2015.0,1.755617,,,2019.0,20.0,2022.0,10.9,2009.0,2.9,2022.0,9.1,22.7,16.5,6.324498355,37.48455942,2016.0,0.267121181938592,2016.0,0.1406428243085,2016.0,0.258346628857472,2016.0,14.7104355694633,2016.0,27.9497549143067,2014.0,9.44229676586312,2015.0,18.89,2019.0,629.5,53.6,18.5,1.8444307,Western Pacific,Western Pacific,
European,100.0,BG,BGR,Bulgaria,Upper middle,2020.0,40.5,,,,,,,,,,,,,,,2894.0,,,,,,,,,,,,,,,,,,,,,2021.0,317.0,5.421489661,175.0,3.00924797291583,377.0,6.32427839315881,2015.0,9.56834,,,2019.0,24.1,2022.0,5.6,2014.0,5.9,2022.0,3.8,25.8,23.6,2.029372193,51.67996287,2016.0,0.283186684808784,2016.0,0.106694785232059,2016.0,0.123987478581643,2016.0,25.8235714340483,2016.0,37.6097239809636,2014.0,7.66063951461256,2015.0,28.3,2019.0,616.5,29.7,24.2,0.7077265,European,European,
African,854.0,BF,BFA,Burkina Faso,Low,2018.0,47.3,,,39.0,2019.0,35.6,2.88 (2.40–3.41),2019.0,57.88852,2019.0,41.59303,22.80634,2019.0,28.6562,25.95632,2743.0,,,,,,,,,2021,16.0,4.12,10.83,2.83,1,12.0,12.0,49.0,24.0,33.0,4.0,2021.0,16351.0,20.38372275,19832.0,25.2530327247106,63466.0,82.6075831063427,2015.0,13.13792,2008.0,36.39726599999999,2019.0,76.6,2022.0,21.8,2021.0,10.6,2022.0,2.0,55.3,52.2,12.39954829,23.63445312,2016.0,0.076014581270993,2016.0,0.00990533400867462,2016.0,0.27947301050006,2016.0,5.59593921870778,2016.0,17.9009445301311,2014.0,6.41380782771399,2015.0,32.275,2019.0,647.8,72.1,23.9,2.5176601,African,African,1.1403532
African,108.0,BI,BDI,Burundi,Low,2013.0,38.6,,,,2016.0,18.5,,2019.0,71.9,2016.0,63.57592,17.93805,2016.0,24.87411,9.260568,1744.0,,,,,,,,,,,,,,,,,,,,,2021.0,8130.0,18.24059727,8943.0,20.44546632752,22715.0,52.6047596697646,2015.0,15.131362,2015.0,19.85,2019.0,58.0,2022.0,56.5,2022.0,4.9,2022.0,3.6,44.2,37.9,11.22861356,23.38853478,2016.0,0.10180081079714,2016.0,0.0176137985187955,2016.0,0.252811274153069,2016.0,5.60137922986313,2016.0,17.2303223088241,2014.0,4.16587799919673,2015.0,29.195,2019.0,651.6,71.1,25.0,2.4184654,African,African,
African,132.0,CV,CPV,Cabo Verde,Lower middle,2015.0,42.4,,,,,,,2018.0,41.8,,,,,,,2613.0,,,,,,,,,,,,,,,,,,,,,2021.0,92.0,9.114879574,84.0,8.37486848625379,136.0,13.5488366830773,,,,,2019.0,44.1,2022.0,9.4,,,,,33.9,23.9,7.550988346,34.77285504,2016.0,0.124701909630217,2016.0,0.0318092678928423,2016.0,0.256189171873769,2016.0,12.1109234456344,2016.0,23.5732688436351,2014.0,8.54339825873383,2015.0,29.31,2019.0,512.8,43.8,17.4,2.0216784,African,African,
Western Pacific,116.0,KH,KHM,Cambodia,Lower middle,,,,1.0,66.0,2014.0,40.4,4.41 (3.73–5.18),2021.0,51.2,2014.0,44.02697,15.54748,2014.0,81.69315,35.34533,2770.0,2013.0,0.868734239,1.041439368,1.485260132,0.347945396,21.91845967,47.45964574,23.32272665,2021,21.0,5.2,10.04,2.86,1.82,8.0,24.0,9.0,61.0,33.0,5.0,2021.0,3705.0,11.41140174,4119.0,12.8314915335831,8013.0,24.7635594961937,2015.0,12.12224,2012.0,9.24,2019.0,49.0,2022.0,22.3,2021.0,9.6,2022.0,3.8,51.5,46.8,13.23791146,19.55729127,2016.0,0.110958788623965,2016.0,0.0312853137893103,2016.0,0.347803555412302,2016.0,3.94859756134801,2016.0,18.2883168236257,2014.0,7.15570943067725,2015.0,25.915,2019.0,652.4,59.5,22.5,2.5830848,Western Pacific,Western Pacific,
African,120.0,CM,CMR,Cameroon,Lower middle,2014.0,46.6,1.0,1.0,52.0,2018.0,19.8,2.09 (1.84–2.36),2018.0,39.41325,2018.0,52.53305,27.69732,2018.0,55.49405,31.5095,2794.0,,,,,,,,,2021,26.0,4.67,10.52,3.08,1.56,14.0,21.0,42.0,32.0,50.0,6.0,2021.0,18288.0,18.87638965,24360.0,25.6428041309105,64977.0,69.7880246897051,2015.0,11.961432,2016.0,35.84,2019.0,59.2,2022.0,26.9,2018.0,4.3,2022.0,10.5,44.4,40.2,6.545641273,34.98671353,2016.0,0.12630251281488,2016.0,0.0274441974563759,2016.0,0.239087452555133,2016.0,11.7775951857417,2016.0,22.8211791139427,2014.0,6.70784080177136,2015.0,24.755,2019.0,660.5,70.4,23.9,1.8787993,African,African,-0.22370137
Americas,124.0,CA,CAN,Canada,High,2018.0,32.5,,,,,,,2019.0,36.15221,2010.0,54.36857,19.03095,2010.0,38.22916,21.66474,3583.0,,,,,,,,,,,,,,,,,,,,,2021.0,1041.0,2.778536405,1274.0,3.41047175377928,1873.0,5.04132393329028,2015.0,6.382698,2020.0,3.41,2019.0,13.2,,,,,2022.0,11.1,16.0,10.2,2.212834172,54.81319427,2016.0,0.32096432847904,2016.0,0.12323101114004,2016.0,0.077732558797097,2016.0,30.457792881248,2016.0,35.472671064539,2014.0,5.49552773786545,2015.0,13.185,2019.0,301.3,26.0,9.6,0.79427415,Americas,Americas,
African,140.0,CF,CAF,Central African Republic,Low,2008.0,56.2,1.0,1.0,,2010.0,26.6,2.80 (2.33–3.29),2019.0,16.20483,2019.0,36.19695,40.44986,2019.0,45.57516,47.57472,1816.0,,,,,,,,,,,,,,,,,,,,,2021.0,6337.0,26.27780066,7483.0,31.9124095897204,22387.0,99.9160796547335,2015.0,14.53642,2017.0,37.4,2019.0,73.6,2022.0,39.8,2019.0,5.4,2022.0,2.6,51.5,46.3,12.27093711,26.77257359,2016.0,0.105705843293588,2016.0,0.0220235944884699,2016.0,0.285850458037046,2016.0,7.63743395624479,2016.0,19.1021760162207,2014.0,7.79426005891636,2015.0,31.09,2019.0,911.1,68.8,36.0,2.5072336,African,African,
African,148.0,TD,TCD,Chad,Low,2018.0,37.5,,1.0,59.0,2019.0,9.8,2.87 (2.43–3.37),,,,,,,,,2247.0,,,,,,,,,2022,,,10.9,3.72,1.82,,,,,,,2021.0,19317.0,25.27842765,24070.0,32.3470214588205,76471.0,107.065477228146,,,2013.0,88.18000000000001,2019.0,66.3,2022.0,32.3,2022.0,8.3,2022.0,3.2,45.3,45.5,13.2802546,23.32450002,2016.0,0.085984089855919,2016.0,0.0144766416342299,2016.0,0.281525969024009,2016.0,6.28390694946624,2016.0,17.454386000668,2014.0,7.02286880713623,2015.0,32.745,2019.0,626.2,69.5,22.7,2.5862782,African,African,0.59527767
Americas,152.0,CL,CHL,Chile,High,2020.0,44.9,,,89.0,,,,2017.0,34.1,,,,2013.0,70.37,29.37,3154.0,2013.0,1.792607285,1.608258845,1.909370853,0.59720359,35.50473683,27.91576182,15.06767124,2021,39.0,6.53,9.86,4.12,3.26,3.0,46.0,35.0,50.0,59.0,45.0,2021.0,609.0,2.649329495,981.0,4.28432911497311,1492.0,6.55343407510851,2015.0,6.2466712,2019.0,6.4,2019.0,20.1,2022.0,1.6,2014.0,0.3,2022.0,8.8,19.4,8.4,1.187527273,56.9571197,2016.0,0.355022604285684,2016.0,0.153149213640004,2016.0,0.0935053281560719,2016.0,28.92984533186,2016.0,35.8445357319626,2014.0,10.4929308901446,2015.0,20.95,2019.0,328.5,31.3,10.0,0.17187323,Americas,Americas,-1.1052854
Western Pacific,159.0,F351,CHN,China,Upper middle,2019.0,38.2,1.0,1.0,86.0,2013.0,36.9,4.83 (4.62–5.05),2016.0,36.67297,2016.0,24.1364,7.228348,2016.0,81.02369,15.34974,3337.0,,,,,,,,,2021,54.0,6.64,11.22,4.62,2.39,4.0,12.0,40.0,71.0,39.0,33.0,2021.0,53551.0,4.89719754,34850.0,3.19125611228558,88271.0,6.93459176132328,2015.0,4.9525833,2011.0,.4974603652954102,2019.0,18.8,2022.0,4.6,2017.0,1.9,2022.0,8.9,18.5,15.4,5.994334444,27.1979928,2016.0,0.278744663743212,2016.0,0.11252473764357,2016.0,0.174097443827076,2016.0,6.4715435970458,2016.0,26.8686020964697,2014.0,8.77106075529638,2015.0,19.125,2019.0,491.5,37.1,15.9,1.7908148,Western Pacific,Western Pacific,-1.2203856
